0.14439,0.016589,0.031246
0.10695,0.018529,0.037787
0.11765,0.017645,0.042958
0.10695,0.017895,0.048305
0.1016,0.018091,0.053078
0.12834,0.019308,0.060061
0.14439,0.019254,0.060415
0.096257,0.0192,0.061652
0.13369,0.019773,0.061564
0.12299,0.023885,0.060989
0.14439,0.02391,0.061077
0.1123,0.024648,0.061564
0.096257,0.02444,0.060061
0.085561,0.024852,0.060238
0.048128,0.027322,0.058558
0.080214,0.027064,0.059045
0.12299,0.025183,0.057542
0.12299,0.025356,0.057409
0.12299,0.024504,0.056614
0.10695,0.024465,0.056172
0.12299,0.020662,0.057321
0.096257,0.021211,0.058603
0.12834,0.021082,0.058337
0.10695,0.020868,0.059486
0.085561,0.020706,0.058956
0.1016,0.017216,0.061298
0.1123,0.017549,0.060901
0.13904,0.017808,0.060768
0.13369,0.016699,0.059575
0.10695,0.018851,0.061298
0.12834,0.01796,0.061829
0.10695,0.017927,0.061917
0.1123,0.020931,0.06068
0.090909,0.022585,0.060989
0.12299,0.02319,0.060282
0.10695,0.022963,0.061077
0.1016,0.023725,0.059884
0.074866,0.024577,0.060945
0.1123,0.024633,0.060768
0.10695,0.025233,0.062138
0.13369,0.02553,0.061829
0.1016,0.027479,0.062271
0.13904,0.027709,0.062006
0.11765,0.025291,0.063243
0.12834,0.022693,0.062668
0.15508,0.022199,0.063685
0.14973,0.022534,0.063243
0.10695,0.020892,0.064392
0.11765,0.021223,0.065497
0.1016,0.021626,0.067751
0.16043,0.022152,0.066558
0.12834,0.0207,0.065851
0.12834,0.019529,0.065453
0.14439,0.02077,0.067928
0.14439,0.021733,0.0689
0.1016,0.023817,0.070712
0.1123,0.027676,0.072568
0.090909,0.031246,0.076899
0.13369,0.03256,0.079905
0.13369,0.037636,0.082998
0.11765,0.042615,0.085694
0.12299,0.042696,0.091174
0.17647,0.042506,0.095196
0.17647,0.040242,0.099483
0.14973,0.040474,0.1035
0.15508,0.039993,0.10708
0.20321,0.037366,0.11022
0.13904,0.035942,0.11208
0.12834,0.036996,0.11279
0.19786,0.037624,0.11429
0.16043,0.039868,0.11146
0.17112,0.038514,0.10978
0.15508,0.039869,0.10713
0.15508,0.040724,0.10443
0.17647,0.04097,0.10178
0.14973,0.040442,0.097538
0.12834,0.039198,0.086755
0.11765,0.037928,0.076104
0.13904,0.034784,0.065895
0.1123,0.03061,0.055686
0.13369,0.023438,0.045211
0.1123,0.01828,0.035621
0.090909,0.020279,0.042825
0.12299,0.019539,0.048703
0.085561,0.019905,0.0552
0.085561,0.019485,0.060724
0.13369,0.020526,0.068767
0.15508,0.020487,0.068988
0.10695,0.01987,0.070845
0.1123,0.020444,0.070977
0.090909,0.024301,0.070668
0.14439,0.024269,0.07111
0.12834,0.024898,0.071817
0.10695,0.024452,0.070668
0.085561,0.024869,0.071287
0.026738,0.026938,0.069209
0.090909,0.02667,0.069695
0.14439,0.025387,0.068414
0.12299,0.025736,0.068458
0.11765,0.024994,0.067442
0.090909,0.02514,0.066513
0.11765,0.021335,0.067574
0.10695,0.021509,0.068812
0.15508,0.021365,0.068591
0.1123,0.021203,0.069828
0.1016,0.020978,0.0689
0.11765,0.018153,0.071287
0.1123,0.018343,0.07111
0.14973,0.01818,0.0708
0.13904,0.017061,0.069298
0.085561,0.01883,0.071154
0.13904,0.017699,0.072259
0.1016,0.017663,0.072524
0.12299,0.020729,0.071331
0.1016,0.023327,0.072259
0.12834,0.024253,0.071773
0.10695,0.023981,0.072878
0.090909,0.02471,0.071684
0.048128,0.02546,0.072701
0.1123,0.02553,0.072436
0.096257,0.02596,0.073982
0.1123,0.026489,0.073717
0.12834,0.028147,0.074071
0.14973,0.028282,0.073717
0.10695,0.025842,0.074911
0.12299,0.022576,0.073806
0.16578,0.021864,0.074778
0.16578,0.022175,0.074203
0.1123,0.020449,0.075618
0.12834,0.020728,0.076899
0.1123,0.020929,0.079374
0.13369,0.021544,0.078225
0.1016,0.020219,0.077606
0.13904,0.019564,0.07743
0.16043,0.022312,0.080833
0.14439,0.023465,0.082247
0.090909,0.025326,0.084545
0.10695,0.028636,0.086755
0.096257,0.032128,0.09197
0.14973,0.034188,0.095859
0.14439,0.039049,0.099969
0.11765,0.044413,0.10381
0.12834,0.045231,0.11066
0.16578,0.045234,0.11579
0.17647,0.043696,0.12127
0.16578,0.04427,0.126
0.16043,0.043723,0.13029
0.19251,0.041111,0.13391
0.16043,0.039642,0.13616
0.14439,0.040421,0.13687
0.20321,0.040781,0.1382
0.18717,0.042688,0.13466
0.20856,0.041111,0.13201
0.17112,0.041841,0.12839
0.16578,0.042379,0.12472
