0.071429,0.016756,0.017857
0.053571,0.017337,0.020071
0.071429,0.016852,0.023022
0.071429,0.017623,0.026564
0.071429,0.019248,0.029959
0.053571,0.019339,0.032763
0.053571,0.019143,0.033205
0.071429,0.019431,0.033353
0.10714,0.018335,0.032763
0.089286,0.018038,0.031877
0.053571,0.018243,0.031139
0.053571,0.019289,0.030697
0.071429,0.020491,0.030844
0.053571,0.021749,0.030401
0.053571,0.019624,0.029368
0.053571,0.018007,0.028188
0.053571,0.017202,0.02804
0.053571,0.0178,0.027893
0.035714,0.017781,0.027745
0.035714,0.018077,0.027745
0.035714,0.018047,0.027597
0.035714,0.018185,0.027302
0.017857,0.017623,0.027302
0.035714,0.016301,0.02745
0.035714,0.014812,0.027597
0.053571,0.015328,0.027893
0.053571,0.015455,0.02863
0.053571,0.015455,0.02863
0.053571,0.013959,0.028335
0.053571,0.013367,0.027745
0.071429,0.013243,0.027893
0.071429,0.013558,0.028778
0.053571,0.013995,0.029959
0.053571,0.014502,0.030549
0.053571,0.015293,0.030697
0.071429,0.015352,0.030697
0.071429,0.016124,0.031139
0.089286,0.019288,0.031877
0.089286,0.020211,0.032763
0.089286,0.020215,0.033648
0.071429,0.019577,0.034386
0.089286,0.019577,0.034091
0.089286,0.01997,0.033943
0.071429,0.020375,0.034386
0.053571,0.01998,0.034534
0.053571,0.019847,0.034681
0.053571,0.019831,0.035272
0.053571,0.020014,0.035862
0.053571,0.01897,0.036305
0.035714,0.019348,0.036895
0.017857,0.0196,0.037338
0.053571,0.020222,0.038518
0.089286,0.020026,0.039551
0.071429,0.020769,0.040437
0.071429,0.021203,0.040437
0.071429,0.020621,0.041175
0.089286,0.019392,0.041913
0.071429,0.01891,0.04206
0.053571,0.018631,0.04147
0.071429,0.018089,0.040732
0.071429,0.017916,0.039847
0.053571,0.017847,0.039699
0.053571,0.018003,0.039551
0.053571,0.017996,0.039847
0.071429,0.017582,0.038813
0.089286,0.018919,0.037928
0.089286,0.019355,0.037338
0.10714,0.01982,0.037485
0.089286,0.020099,0.037928
0.053571,0.020151,0.038518
0.035714,0.020195,0.038813
0.035714,0.020867,0.039256
0.071429,0.0222,0.039109
0.071429,0.022446,0.038813
0.071429,0.022822,0.038076
0.071429,0.022822,0.038076
0.071429,0.021946,0.037928
0.071429,0.022612,0.037928
0.071429,0.023989,0.03778
0.089286,0.026132,0.038371
0.089286,0.027338,0.038813
0.071429,0.02718,0.039256
0.053571,0.026405,0.039551
0.035714,0.025456,0.040142
0.053571,0.025585,0.041027
0.053571,0.025543,0.042503
0.071429,0.025445,0.044421
0.089286,0.024097,0.046192
0.089286,0.02193,0.047521
0.10714,0.018721,0.048111
0.10714,0.016169,0.047963
0.125,0.014687,0.048111
0.125,0.016277,0.048554
0.10714,0.017557,0.049144
0.089286,0.018868,0.049292
0.089286,0.020471,0.048406
0.089286,0.020787,0.047373
0.071429,0.020349,0.046783
0.053571,0.020623,0.046635
0.089286,0.020904,0.04634
0.10714,0.022069,0.04634
0.089286,0.02351,0.046635
0.071429,0.023484,0.046783
0.053571,0.022795,0.046783
0.053571,0.021783,0.04693
0.035714,0.020656,0.047078
0.035714,0.019497,0.047373
0.071429,0.021303,0.04693
0.089286,0.022182,0.04634
0.089286,0.022219,0.046045
0.071429,0.022717,0.04575
0.071429,0.022705,0.045159
0.053571,0.021111,0.044274
0.053571,0.020958,0.043684
0.053571,0.020349,0.042651
0.053571,0.020137,0.041175
0.071429,0.021096,0.041175
0.089286,0.022105,0.041617
0.10714,0.020902,0.042208
0.089286,0.021665,0.041765
0.053571,0.022823,0.041322
0.071429,0.022784,0.041322
0.071429,0.021963,0.041765
0.089286,0.021661,0.041765
0.10714,0.021332,0.041175
0.10714,0.021542,0.041027
0.10714,0.021257,0.04147
0.089286,0.020187,0.04088
0.053571,0.019311,0.039994
0.053571,0.019677,0.039847
0.053571,0.018785,0.039847
0.053571,0.016703,0.039551
0.071429,0.016113,0.038961
0.053571,0.016039,0.038371
0.053571,0.015806,0.03778
0.053571,0.016542,0.03719
0.053571,0.017533,0.036452
0.053571,0.017928,0.035567
0.071429,0.017576,0.034534
0.071429,0.016616,0.034091
0.071429,0.015636,0.033205
0.071429,0.015123,0.032468
0.071429,0.01509,0.032172
0.071429,0.014733,0.032172
0.071429,0.014397,0.032025
0.071429,0.015341,0.031877
0.053571,0.015766,0.032025
0.071429,0.014877,0.03232
0.071429,0.014343,0.032763
0.071429,0.014881,0.033353
0.071429,0.015182,0.033058
0.053571,0.01514,0.03291
0.053571,0.014986,0.033205
0.089286,0.01641,0.033796
0.089286,0.016924,0.034091
0.071429,0.017089,0.034091
0.053571,0.017108,0.034829
0.053571,0.019386,0.036009
0.053571,0.021195,0.036747
0.071429,0.021841,0.036895
0.053571,0.021953,0.037485
0.053571,0.022267,0.038813
0.053571,0.022012,0.040289
0.053571,0.022313,0.04147
0.071429,0.021493,0.041765
0.071429,0.021382,0.04206
0.071429,0.021382,0.04206
0.071429,0.021456,0.041765
0.089286,0.020823,0.040732
0.089286,0.02156,0.039994
0.089286,0.022132,0.039847
0.089286,0.022543,0.038813
0.089286,0.022571,0.03719
0.089286,0.022365,0.035419
0.071429,0.021176,0.034091
0.071429,0.020574,0.033058
0.053571,0.019859,0.032172
0.071429,0.019786,0.031582
0.071429,0.019451,0.031139
0.071429,0.01978,0.03173
0.071429,0.018649,0.03232
0.071429,0.018209,0.032468
0.053571,0.018233,0.032468
0.053571,0.018152,0.032763
0.089286,0.018076,0.033205
0.089286,0.018597,0.033943
0.089286,0.019538,0.034976
0.071429,0.019813,0.035862
0.035714,0.020198,0.03719
0.035714,0.02092,0.038076
0.035714,0.021003,0.038223
0.035714,0.02066,0.038371
0.053571,0.019965,0.038518
0.053571,0.019311,0.039551
0.071429,0.019142,0.04147
0.071429,0.018784,0.043388
0.053571,0.019003,0.044717
0.053571,0.019167,0.045307
0.071429,0.019442,0.045307
0.10714,0.01901,0.044717
0.10714,0.018309,0.045159
0.10714,0.01913,0.046045
0.10714,0.019348,0.046488
0.089286,0.019649,0.04634
0.071429,0.021003,0.045602
0.10714,0.021515,0.044421
0.10714,0.021596,0.043388
0.071429,0.021448,0.042355
0.053571,0.021058,0.041617
0.053571,0.02103,0.041765
0.071429,0.021111,0.04206
0.071429,0.021257,0.041027
0.053571,0.020748,0.038666
0.053571,0.021719,0.036452
0.053571,0.023069,0.035124
0.053571,0.023288,0.034386
0.035714,0.023163,0.033648
0.035714,0.022474,0.032468
0.035714,0.021042,0.031434
0.035714,0.019677,0.030254
0.035714,0.017299,0.028483
0.035714,0.015123,0.02686
0.035714,0.013393,0.025826
0.053571,0.012934,0.026122
0.053571,0.012982,0.026712
0.053571,0.012566,0.026712
0.035714,0.011915,0.026564
0.053571,0.011226,0.026417
0.071429,0.012836,0.026122
0.071429,0.014365,0.025384
0.053571,0.014588,0.024941
0.053571,0.015867,0.025531
0.053571,0.016783,0.026564
0.035714,0.017084,0.027155
0.035714,0.017695,0.027155
0.053571,0.018203,0.02745
0.089286,0.01915,0.02804
0.071429,0.019945,0.028335
0.053571,0.020425,0.02863
0.035714,0.019624,0.028926
0.035714,0.018152,0.029516
0.053571,0.018269,0.029664
0.053571,0.017517,0.029368
0.053571,0.017708,0.028926
0.035714,0.018003,0.028926
0.035714,0.017708,0.029221
0.017857,0.019719,0.029959
0.053571,0.024789,0.031139
