FCM,K-Means
0.322904129,0.249819243
0.458036507,0.096428719
0.430748762,0.116583118
2.046769587,0.379820586
0.283768191,0.159936526
0.494923274,0.100978993
0.384819596,0.083447163
0.27066668,0.108770998
0.425964794,0.059416145
0.618792243,0.108788553
1.211592117,0.221433976
0.528169676,0.130515177
0.92821049,0.140453221
1.054222571,0.203006501
2.733877742,0.539978371
2.974322515,0.608604779
3.020829882,0.552483761
