0.10526,0.021349
0.10526,0.022947
0.10526,0.023919
0.078947,0.024094
0.078947,0.024094
0.078947,0.025288
0.13158,0.025942
0.10526,0.027529
0.10526,0.026817
0.078947,0.026681
0.10526,0.026516
0.10526,0.025595
0.10526,0.023544
0.10526,0.022671
0.078947,0.021004
0.078947,0.021153
0.078947,0.020032
0.10526,0.019448
0.10526,0.016908
0.10526,0.016479
0.10526,0.015905
0.078947,0.01798
0.078947,0.018423
0.10526,0.020099
0.10526,0.020824
0.10526,0.021201
0.078947,0.021948
0.10526,0.02238
0.10526,0.022095
0.10526,0.021978
0.10526,0.022578
0.13158,0.023699
0.13158,0.025243
0.10526,0.028226
0.10526,0.028981
0.13158,0.028015
0.13158,0.028148
0.18421,0.02832
0.18421,0.031122
0.15789,0.035084
0.10526,0.036995
0.10526,0.037391
0.078947,0.037284
0.078947,0.035893
0.078947,0.034086
0.10526,0.034407
0.078947,0.03459
0.078947,0.034863
0.078947,0.034863
0.078947,0.032438
0.078947,0.027597
0.10526,0.024163
0.10526,0.023637
0.078947,0.023856
0.078947,0.023538
0.078947,0.022616
0.10526,0.020189
0.10526,0.020198
0.10526,0.019416
0.10526,0.020438
0.10526,0.020943
0.13158,0.021531
0.13158,0.021216
0.13158,0.021832
0.13158,0.021885
0.13158,0.021797
0.10526,0.022838
0.13158,0.024866
0.13158,0.025135
0.13158,0.025309
0.13158,0.024733
0.15789,0.026092
0.15789,0.02542
0.13158,0.025646
0.10526,0.025264
0.13158,0.025408
0.15789,0.025976
0.10526,0.026575
0.078947,0.025727
0.078947,0.025631
0.13158,0.025597
0.13158,0.026541
0.13158,0.025774
0.13158,0.026397
0.13158,0.02589
0.10526,0.024696
0.13158,0.023967
0.10526,0.023606
0.13158,0.023112
0.13158,0.023291
0.13158,0.023027
0.10526,0.022685
0.10526,0.021683
0.13158,0.020094
0.15789,0.020154
0.15789,0.020386
0.15789,0.021311
0.13158,0.021194
0.13158,0.020464
0.13158,0.021088
0.13158,0.021571
0.15789,0.022453
0.15789,0.022359
0.13158,0.022257
0.10526,0.022624
0.10526,0.021876
0.13158,0.021531
0.15789,0.021846
0.13158,0.022278
0.13158,0.023135
0.13158,0.022567
0.13158,0.022048
0.10526,0.022555
0.10526,0.022168
0.10526,0.021604
0.10526,0.021996
0.13158,0.022521
0.15789,0.02274
0.13158,0.022614
0.10526,0.028173
0.078947,0.03055
0.10526,0.030976
0.13158,0.031328
0.13158,0.031322
0.10526,0.032051
0.10526,0.032447
0.10526,0.032632
0.10526,0.03307
0.13158,0.033403
0.10526,0.03331
0.10526,0.029427
0.10526,0.027006
0.10526,0.027029
0.078947,0.027335
0.078947,0.025964
0.078947,0.024452
0.078947,0.023436
0.078947,0.022497
0.078947,0.022261
0.10526,0.023365
0.10526,0.023578
0.10526,0.023941
0.10526,0.023271
0.13158,0.022671
0.15789,0.021425
0.13158,0.021465
0.10526,0.021465
0.078947,0.021422
0.10526,0.021151
0.10526,0.020723
0.10526,0.018916
0.13158,0.018503
0.13158,0.017518
0.13158,0.017455
0.13158,0.018895
0.13158,0.019497
0.13158,0.020042
0.10526,0.021664
0.078947,0.023623
0.078947,0.024804
0.10526,0.024501
0.13158,0.024658
0.15789,0.025195
0.15789,0.025789
0.10526,0.025337
0.10526,0.023517
0.10526,0.023444
0.10526,0.023623
0.10526,0.022278
0.10526,0.019896
0.10526,0.019636
0.10526,0.020927
0.10526,0.021904
0.10526,0.021027
0.10526,0.02057
0.10526,0.021917
0.10526,0.023197
0.10526,0.023931
0.10526,0.025247
0.078947,0.02728
0.078947,0.027829
0.078947,0.027188
0.078947,0.026904
0.13158,0.02739
0.13158,0.028814
0.10526,0.028394
0.10526,0.027809
0.15789,0.027245
0.18421,0.025423
0.15789,0.026332
0.10526,0.028273
0.10526,0.029266
0.15789,0.028613
0.18421,0.028166
0.18421,0.029993
0.15789,0.033054
0.15789,0.033959
0.15789,0.033024
0.18421,0.032036
0.18421,0.034242
0.15789,0.034889
0.15789,0.034532
0.13158,0.034949
0.13158,0.036502
0.10526,0.03668
0.13158,0.035218
0.10526,0.031322
0.10526,0.02959
0.078947,0.030366
0.10526,0.031345
0.10526,0.032042
0.10526,0.032071
0.078947,0.031128
0.10526,0.031313
0.13158,0.031486
0.10526,0.032089
0.078947,0.030059
0.078947,0.031189
0.10526,0.030461
0.10526,0.029693
0.10526,0.029312
0.13158,0.028466
0.13158,0.02739
0.13158,0.026966
0.10526,0.026818
0.10526,0.026145
0.10526,0.023721
0.10526,0.022565
0.10526,0.020417
0.10526,0.020913
0.10526,0.021931
0.13158,0.021126
0.13158,0.021642
0.13158,0.023186
0.13158,0.024354
0.13158,0.025879
0.13158,0.026
0.13158,0.025192
0.15789,0.023987
0.13158,0.023745
0.13158,0.023365
0.10526,0.023083
0.10526,0.023781
0.13158,0.024671
0.13158,0.025363
0.13158,0.027179
0.13158,0.027809
0.13158,0.028087
0.15789,0.027966
0.13158,0.029572
0.10526,0.033536
0.078947,0.038345
0.078947,0.038437
0.13158,0.037851
0.18421,0.037302
0.15789,0.037326
0.13158,0.036631
0.078947,0.037044
0.078947,0.03676
0.078947,0.037189
0.10526,0.03641
0.13158,0.033247
0.13158,0.02808
0.10526,0.029029
0.078947,0.029029
0.078947,0.028495
0.078947,0.026967
0.078947,0.026096
0.078947,0.023038
0.10526,0.022171
0.10526,0.022067
0.078947,0.021371
0.078947,0.021216
0.10526,0.021885
0.13158,0.019511
0.13158,0.021212
0.10526,0.021832
0.10526,0.021027
0.10526,0.021029
0.10526,0.022588
0.13158,0.023614
0.13158,0.024419
0.10526,0.024397
0.13158,0.024335
0.13158,0.024023
0.15789,0.024804
0.15789,0.023733
0.13158,0.023856
0.078947,0.02472
0.078947,0.025814
0.10526,0.02652
0.10526,0.027723
0.078947,0.027545
0.078947,0.028824
0.10526,0.02892
0.10526,0.028927
0.10526,0.028927
0.10526,0.029675
0.10526,0.029728
0.078947,0.029029
0.078947,0.0276
0.078947,0.026818
0.078947,0.027223
0.078947,0.029617
0.10526,0.028828
0.13158,0.027824
0.13158,0.028229
0.13158,0.029904
0.10526,0.030617
0.10526,0.031177
0.10526,0.031624
0.078947,0.03174
0.078947,0.03126
0.078947,0.029588
0.078947,0.026096
0.078947,0.025057
0.078947,0.026381
0.078947,0.027263
0.10526,0.02657
0.10526,0.027098
0.10526,0.026377
0.10526,0.025614
0.078947,0.026143
0.13158,0.026218
0.13158,0.02512
0.13158,0.02655
0.13158,0.026615
0.13158,0.027512
0.13158,0.028961
0.10526,0.031527
0.10526,0.03141
0.13158,0.031966
0.15789,0.033622
0.15789,0.034171
0.10526,0.034744
0.078947,0.035218
0.078947,0.033948
0.078947,0.03648
0.10526,0.036894
0.10526,0.034769
0.078947,0.032912
0.10526,0.032844
0.10526,0.032639
0.078947,0.031495
0.078947,0.030764
0.10526,0.030256
0.10526,0.029939
0.10526,0.029566
0.078947,0.026004
0.10526,0.022449
0.10526,0.021933
0.10526,0.021465
0.10526,0.020672
0.10526,0.019937
0.10526,0.018984
0.13158,0.019111
0.13158,0.018498
0.078947,0.018923
0.078947,0.019322
0.10526,0.020309
0.13158,0.022013
0.13158,0.021749
0.13158,0.021948
0.13158,0.024242
0.15789,0.025707
0.15789,0.027829
0.13158,0.027964
0.10526,0.02739
0.13158,0.026834
0.18421,0.026437
0.18421,0.025757
0.15789,0.025638
0.10526,0.025666
0.13158,0.027195
0.13158,0.026806
0.10526,0.025614
0.078947,0.023412
0.10526,0.022584
0.13158,0.024134
0.13158,0.02515
0.13158,0.026097
0.10526,0.02751
0.10526,0.0276
0.078947,0.028099
0.078947,0.027147
0.052632,0.026836
0.052632,0.025515
0.078947,0.025916
0.10526,0.029907
0.10526,0.041169
0.078947,0.043123
0.078947,0.042282
0.078947,0.042282
0.078947,0.042545
0.10526,0.042418
0.13158,0.04364
0.13158,0.043806
0.13158,0.044035
0.13158,0.043392
0.10526,0.041157
0.10526,0.028012
0.10526,0.020598
0.10526,0.019349
0.10526,0.017174
0.078947,0.015663
0.10526,0.018046
0.13158,0.018146
0.10526,0.01836
0.078947,0.018759
0.078947,0.018616
0.10526,0.019609
0.10526,0.020482
0.13158,0.02087
0.13158,0.024301
0.10526,0.026077
0.13158,0.025649
0.13158,0.024799
0.13158,0.026077
0.10526,0.027252
0.10526,0.02711
0.10526,0.028222
0.10526,0.028587
0.078947,0.028254
0.078947,0.028117
0.10526,0.025829
0.10526,0.024344
0.10526,0.025425
0.10526,0.026163
0.10526,0.026601
0.078947,0.02661
0.078947,0.026385
0.10526,0.026021
0.10526,0.026097
0.10526,0.026884
0.078947,0.026751
0.078947,0.026316
0.078947,0.026321
0.078947,0.027678
0.078947,0.02821
0.10526,0.027908
0.13158,0.028431
0.13158,0.028756
0.10526,0.028431
0.10526,0.02776
0.10526,0.029029
0.10526,0.032928
0.078947,0.035414
0.10526,0.034575
0.10526,0.031578
0.10526,0.030387
0.10526,0.030062
0.10526,0.02989
